core	walltime	delay	loss	avg. delay
  1	207	5	0.0236	0.8333
  2	219	6	0.0267	1.0000
  3	217	4	0.0181	0.6667
  4	192	5	0.0254	0.8333
  5	193	7	0.0350	1.4000
  6	212	4	0.0185	0.6667
  7	202	5	0.0242	0.8333
  8	213	0	0.0000	0.0000
  9	194	0	0.0000	0.0000
 10	206	0	0.0000	0.0000
 11	207	2	0.0096	0.3333
 12	222	2	0.0089	0.2857
 13	223	0	0.0000	0.0000
 14	215	0	0.0000	0.0000
 15	216	2	0.0092	0.2857
 16	208	3	0.0142	0.5000
total	3346	45	0.0133	0.4500
